et_date,entry_dt,exit_dt,direction,or_high,or_low,or_size_pct,entry_price,exit_price,stop,target,hours_held,gross_pct,net_pct,exit_reason,year_month
2026-03-02,2026-03-02 11:00:00-05:00,2026-03-02 11:00:00-05:00,short,6858.0,6802.25,0.8119720361200117,6866.0,6893.875,6893.875,6782.375,1,-0.4043,-0.4159,stop,2026-03
2026-03-03,2026-03-03 12:00:00-05:00,2026-03-03 13:00:00-05:00,short,6794.0,6741.5,0.7722007722007722,6798.75,6825.0,6825.0,6720.0,2,-0.3846,-0.3962,stop,2026-03
2026-03-04,2026-03-04 11:00:00-05:00,2026-03-04 14:00:00-05:00,short,6857.75,6817.75,0.5812897366030881,6881.25,6891.25,6901.25,6821.25,0,-0.1451,-0.1567,eod,2026-03
2026-03-05,2026-03-05 12:00:00-05:00,2026-03-05 12:00:00-05:00,long,6873.0,6835.75,0.545228337236534,6832.0,6813.375,6813.375,6887.875,1,-0.2726,-0.2842,stop,2026-03
2026-03-06,2026-03-06 11:00:00-05:00,2026-03-06 14:00:00-05:00,short,6759.25,6715.75,0.6427304964539007,6768.0,6768.75,6789.75,6702.75,0,-0.0111,-0.0227,eod,2026-03
2026-03-09,2026-03-09 12:00:00-04:00,2026-03-09 12:00:00-04:00,short,6693.75,6644.25,0.7374027038099139,6712.75,6737.5,6737.5,6638.5,1,-0.3673,-0.3789,stop,2026-03
2026-03-10,2026-03-10 11:00:00-04:00,2026-03-10 13:00:00-04:00,short,6806.0,6772.0,0.4978584764066332,6829.25,6846.25,6846.25,6778.25,3,-0.2483,-0.2599,stop,2026-03
2026-03-11,2026-03-11 12:00:00-04:00,2026-03-11 14:00:00-04:00,long,6802.0,6771.0,0.45868166013168604,6758.5,6769.25,6743.0,6805.0,0,0.1591,0.1475,eod,2026-03
2026-03-13,2026-03-13 11:00:00-04:00,2026-03-13 11:00:00-04:00,long,6737.5,6702.5,0.5249737513124344,6667.0,6649.5,6649.5,6719.5,1,-0.2625,-0.2741,stop,2026-03
2026-03-16,2026-03-16 12:00:00-04:00,2026-03-16 14:00:00-04:00,short,6723.0,6690.5,0.48157066123356174,6748.75,6765.0,6765.0,6700.0,3,-0.2402,-0.2518,stop,2026-03
2026-03-18,2026-03-18 13:00:00-04:00,2026-03-18 14:00:00-04:00,long,6759.75,6732.0,0.41247073687339747,6727.75,6713.875,6713.875,6769.375,2,-0.2062,-0.2178,stop,2026-03
2026-03-20,2026-03-20 11:00:00-04:00,2026-03-20 14:00:00-04:00,long,6648.0,6605.5,0.6442566415280251,6596.75,6575.5,6575.5,6660.5,4,-0.3221,-0.3337,stop,2026-03
2026-03-23,2026-03-23 12:00:00-04:00,2026-03-23 14:00:00-04:00,long,6698.0,6638.0,0.9039888508041735,6637.25,6667.0,6607.25,6727.25,0,0.4482,0.4366,eod,2026-03
2026-03-24,2026-03-24 11:00:00-04:00,2026-03-24 11:00:00-04:00,short,6606.0,6573.5,0.49128906692868746,6615.25,6631.5,6631.5,6566.5,1,-0.245,-0.2566,stop,2026-03
2026-03-26,2026-03-26 13:00:00-04:00,2026-03-26 13:00:00-04:00,long,6619.5,6579.75,0.6051609956611099,6568.5,6548.625,6548.625,6628.125,1,-0.3026,-0.3142,stop,2026-03
2026-03-27,2026-03-27 14:00:00-04:00,2026-03-27 14:00:00-04:00,long,6496.75,6454.0,0.664903958317132,6429.5,6421.5,6408.125,6493.625,0,-0.1244,-0.136,eod,2026-03
2026-03-30,2026-03-30 14:00:00-04:00,2026-03-30 14:00:00-04:00,long,6471.25,6413.75,0.8980866848887153,6402.5,6384.75,6373.75,6488.75,0,-0.2772,-0.2888,eod,2026-03
2026-03-31,2026-03-31 13:00:00-04:00,2026-03-31 14:00:00-04:00,short,6495.0,6450.25,0.6848004896897356,6534.75,6557.125,6557.125,6467.625,2,-0.3412,-0.3528,stop,2026-03
2026-04-01,2026-04-01 11:00:00-04:00,2026-04-01 13:00:00-04:00,short,6628.5,6590.0,0.5803874274515716,6633.5,6652.75,6652.75,6575.75,3,-0.2894,-0.301,stop,2026-04
2026-04-02,2026-04-02 11:00:00-04:00,2026-04-02 14:00:00-04:00,short,6563.0,6514.25,0.7365160900438132,6619.0,6609.0,6643.375,6545.875,0,0.1513,0.1397,eod,2026-04
2026-04-07,2026-04-07 11:00:00-04:00,2026-04-07 13:00:00-04:00,long,6639.0,6602.25,0.5578112548855918,6588.25,6643.375,6569.875,6643.375,3,0.8367,0.8251,target,2026-04
2026-04-08,2026-04-08 11:00:00-04:00,2026-04-08 14:00:00-04:00,long,6836.75,6805.0,0.46734130634774607,6793.75,6794.0,6777.875,6841.375,0,0.0037,-0.0079,eod,2026-04
2026-04-09,2026-04-09 12:00:00-04:00,2026-04-09 12:00:00-04:00,short,6821.75,6804.25,0.2553905651428363,6852.25,6861.0,6861.0,6826.0,1,-0.1275,-0.1391,stop,2026-04
2026-04-10,2026-04-10 12:00:00-04:00,2026-04-10 12:00:00-04:00,long,6881.5,6864.0,0.2552229554818245,6856.75,6848.0,6848.0,6883.0,1,-0.1276,-0.1392,stop,2026-04
2026-04-13,2026-04-13 11:00:00-04:00,2026-04-13 12:00:00-04:00,short,6859.0,6821.5,0.5461098773073142,6866.75,6885.5,6885.5,6810.5,2,-0.2723,-0.2839,stop,2026-04
2026-04-14,2026-04-14 11:00:00-04:00,2026-04-14 11:00:00-04:00,short,6961.25,6937.25,0.34398738712913857,6977.0,6989.0,6989.0,6941.0,1,-0.1717,-0.1833,stop,2026-04
2026-04-15,2026-04-15 11:00:00-04:00,2026-04-15 12:00:00-04:00,short,7024.75,7004.0,0.29519507771099335,7029.25,7039.625,7039.625,6998.125,2,-0.1474,-0.159,stop,2026-04
2026-04-16,2026-04-16 12:00:00-04:00,2026-04-16 14:00:00-04:00,short,7074.0,7046.5,0.38819875776397517,7084.0,7068.75,7097.75,7042.75,0,0.2157,0.2041,eod,2026-04
2026-04-17,2026-04-17 11:00:00-04:00,2026-04-17 12:00:00-04:00,short,7147.5,7117.0,0.42562098799888365,7166.0,7181.25,7181.25,7120.25,2,-0.2124,-0.224,stop,2026-04
2026-04-20,2026-04-20 11:00:00-04:00,2026-04-20 14:00:00-04:00,long,7159.5,7134.75,0.3470396466505416,7131.75,7143.0,7119.375,7168.875,0,0.1577,0.1461,eod,2026-04
2026-04-21,2026-04-21 11:00:00-04:00,2026-04-21 11:00:00-04:00,long,7168.5,7147.0,0.30131034966014997,7135.5,7124.75,7124.75,7167.75,1,-0.1507,-0.1623,stop,2026-04
2026-04-22,2026-04-22 11:00:00-04:00,2026-04-22 14:00:00-04:00,short,7153.5,7137.5,0.22348709711212766,7159.25,7154.5,7167.25,7135.25,0,0.0664,0.0548,eod,2026-04
2026-04-23,2026-04-23 11:00:00-04:00,2026-04-23 13:00:00-04:00,short,7171.0,7142.5,0.39721254355400704,7175.0,7132.25,7189.25,7132.25,3,0.5994,0.5878,target,2026-04
2026-04-24,2026-04-24 12:00:00-04:00,2026-04-24 14:00:00-04:00,short,7170.5,7145.0,0.35448668937235006,7193.5,7190.75,7206.25,7155.25,0,0.0382,0.0266,eod,2026-04
2026-04-27,2026-04-27 14:00:00-04:00,2026-04-27 14:00:00-04:00,short,7198.5,7180.25,0.2533490664260429,7203.5,7203.0,7212.625,7176.125,0,0.0069,-0.0047,eod,2026-04
2026-04-28,2026-04-28 11:00:00-04:00,2026-04-28 12:00:00-04:00,long,7183.0,7160.5,0.3143006809848088,7158.75,7147.5,7147.5,7192.5,2,-0.1572,-0.1688,stop,2026-04
2026-04-30,2026-04-30 14:00:00-04:00,2026-04-30 14:00:00-04:00,short,7209.75,7160.25,0.6851448146994706,7224.75,7237.5,7249.5,7150.5,0,-0.1762,-0.1878,eod,2026-04
